Conference,Year,Name,Institution,Continent
icdcs,2014,Ioan Raicu,IIT and Argonne Nat. Lab,NA
icdcs,2014,Gerhard Weikum,Max Planck,EU
icdcs,2014,Matei Zaharia,MIT,NA
icdcs,2014,Tyson Condie,UCLA,NA
icdcs,2014,Minos Garofalakis,Technical U. Crete,EU
icdcs,2014,Kenneth Birman,Cornell,NA
icdcs,2014,Robbert van Renesse,Cornell University,NA
icdcs,2014,Anne-Marie Kermarrec,INRIA,EU
icdcs,2014,Christos Gkantisidis,Microsoft Research,EU
icdcs,2014,Byung-Gon Chun,Seoul National University,AS
icdcs,2014,Brian Cooper,Google Inc.,NA
icdcs,2014,Ben Reed,Facebook Inc.,NA
icdcs,2014,Dahlia M alkhi,Microsoft Research,NA
icdcs,2014,Indranil Gupta,"University of Illinois, Urbana-Champaign",NA
icdcs,2014,Rodrigo Rodrigues,Universidade Nova de Lisboa,EU
icdcs,2014,Dilma da Silva,Qualcomm Research,NA
icdcs,2014,Donald Kossmann,ETH,EU
icdcs,2014,Andreas Haeberlen,University of Pennsylvania,NA
icdcs,2014,Dionysios Logothetis,Telefonica Research,EU
icdcs,2014,Gregory Chockler,"Royal Holloway, University of London",EU
icdcs,2014,Peter Pietzuch,Imperial College,EU
icdcs,2014,Ricardo Bianchini,Rutgers University and Microsoft,NA
icdcs,2014,Rodrigo Fonseca,Brown University,NA
icdcs,2014,Matti Hiltunen,AT&T Labs,NA
icdcs,2014,Christof Fetzer,TU Dresden,EU
icdcs,2014,Alvin AuYoung,HP Labs,NA
icdcs,2014,Ajay Gulati,VMWare,NA
icdcs,2014,Henry Robinson,Cloudera,NA
icdcs,2014,Paolo Costa,Microsoft Research,EU
icdcs,2014,Andrew Baumann,"Microsoft Research, Redmond",NA
icdcs,2014,Francisco Ballesteros,Rey Juan Carlos University,EU
icdcs,2014,Yolande Berbers,University of Leuven,EU
icdcs,2014,Jose Bernabeu,Polytechnic University Valencia,EU
icdcs,2014,Pascal Felber,University of Neuchatel,EU
icdcs,2014,Paulo Ferreira,"INESC, Lisboa",EU
icdcs,2014,Ashvin Goel,Toronto University,NA
icdcs,2014,Gernot Heiser,"NICTA, Sydney",OC
icdcs,2014,Rebecca Isaacs,"Microsoft Research, Silicon Valley Lab",NA
icdcs,2014,Julia Lawall,"INRIA, Paris",EU
icdcs,2014,Simon Peter,"University of Washington, Seattle",NA
icdcs,2014,Mema Rousopoulos,"NKUA, Athens",EU
icdcs,2014,Liuba Shrira,"Brandeis University, MA",NA
icdcs,2014,Patrick Stuedi,"IBM Research, Rüschlikon",EU
icdcs,2014,Joe Sventek,University of Glasgow,EU
icdcs,2014,Spyros Voulgaris,"Vrije University, Amsterdam",EU
icdcs,2014,Andrea Zisman,City University London,EU
icdcs,2014,Ittai Abraham,Microsoft Research,NA
icdcs,2014,Lisa Zhang,Bell Labs,NA
icdcs,2014,James Aspnes,Yale University,NA
icdcs,2014,Xavier Defago,JAIST,AS
icdcs,2014,Eli Gafni,UCLA,NA
icdcs,2014,Chryssis Georgiou,U. Cyprus,AS
icdcs,2014,Seth Gilbert,National University of Singapore,AS
icdcs,2014,Vincent Gramoli,NICTA and University of Sydney,OC
icdcs,2014,Rachid Guerraoui,EPFL,EU
icdcs,2014,Marcos Kiwi,U. Chile,SA
icdcs,2014,Fabian Kuhn,University of Freiburg,EU
icdcs,2014,Petr Kuznetsov,Telecom ParisTech,EU
icdcs,2014,Nancy A. Lynch,MIT,NA
icdcs,2014,Toshimitsu Masuzawa,Osaka Univ.,AS
icdcs,2014,Alessia Milani,ENSEIRB-MATMECA,EU
icdcs,2014,Achour Mostéfaoui,Université de Nantes,EU
icdcs,2014,Miguel A. Mosteiro,Kean University;U. Rey Juan Carlos,EU;NA
icdcs,2014,Mordechai Shalom,Tel-Hai Academic College,AS
icdcs,2014,Boaz Patt-Shamir,Tel Aviv University,AS
icdcs,2014,Sergio Rajsbaum,Universidad Nacional Autónoma de México,NA
icdcs,2014,Nicola Santoro,Carleton U.,NA
icdcs,2014,Alexander Shvartsman,University of Connecticut,NA
icdcs,2014,Christopher Thraves,U. Rey Juan Carlos,EU
icdcs,2014,Sébastien Tixeuil,Université Pierre et Marie Curie,EU
icdcs,2014,Prudence Wong,University of Liverpool,EU
icdcs,2014,Shmuel Zaks,Technion,AS
icdcs,2014,Fa Zhang,"ICT, Chinese Academy of Sciences",AS
icdcs,2014,Yanhua Li,HUAWEI Noah's Ark LAB,AS
icdcs,2014,Tatsuhiro Tsuchiya,Osaka University,AS
icdcs,2014,Francois Taiani,"Irisa, Universite de Rennes 1",EU
icdcs,2014,Rui Oliveira,Universidade do Minho,EU
icdcs,2014,Luis Rodrigues,Universidade Tecnica de Lisboa,EU
icdcs,2014,Fenando Pedone,University of Lugano,EU
icdcs,2014,Roman Vitenberg,University of Oslo,EU
icdcs,2014,Annette Bieniusa,Universitaet Kaiserslautern,EU
icdcs,2014,Kévin Huguenin,EPFL,EU
icdcs,2014,Priya Narasimhan,Carnegie Mellon,NA
icdcs,2014,Alexander Shraer,Google,NA
icdcs,2014,"Sanders, William H",University of Urbana-Champaign,NA
icdcs,2014,Xiaohui (Helen) Gu,North Carolina State University,NA
icdcs,2014,Paola Flocchini,University of Ottawa,NA
icdcs,2014,Paul A.S. Ward,University of Waterloo,NA
icdcs,2014,Patrick Eugster,Purdue University,NA
icdcs,2014,Elias P. Duarte Jr.,Federal University of Parana,SA
icdcs,2014,Hagit Attiya,Technion,AS
icdcs,2014,Fabíola Greve,Federal University of Bahia,SA
icdcs,2014,Alfredo Cuzzocrea,University of Calabria,EU
icdcs,2014,N. Asokan,University of Helsinki,EU
icdcs,2014,Roberto Baldoni,University of Rome 1,EU
icdcs,2014,Lujo Bauer,Carnegie Mellon University,NA
icdcs,2014,Barbara Carminati,University of Insubria,EU
icdcs,2014,Yan Chen,NorthWestern University,NA
icdcs,2014,Robert Deng,Singapore Management University,AS
icdcs,2014,Elena Ferrari,University of Insubria,EU
icdcs,2014,Guofei Gu,Texas A&M University,NA
icdcs,2014,Xinyi Huang,Fujian Normal University,AS
icdcs,2014,Zhiqiang Lin,UT Dallas,NA
icdcs,2014,Peng Liu,Pennsylvania State University,NA
icdcs,2014,Yongdae Kim,KAIST,AS
icdcs,2014,Chris Kruegel,UC Santa Barbara,NA
icdcs,2014,Ashish Kundu,IBM Research,NA
icdcs,2014,Mohamed Nabeel,Oracle,NA
icdcs,2014,Calton Pu,Georgia Institute of Technology,NA
icdcs,2014,Indrakshi Ray,Colorado State University,NA
icdcs,2014,Ahmad-Reza Sadeghi,Technische Universität Darmstadt,EU
icdcs,2014,Bilal Shebaro,Purdue University,NA
icdcs,2014,Anna Squicciarini,Pennsylvania State University,NA
icdcs,2014,Xun Yi,Victoria University,OC
icdcs,2014,Wei Jiang,Missouri University of Science and Technology,NA
icdcs,2014,Nikos Triandopoulos,RSA,
icdcs,2014,Shouhuai Xu,University of Texas at San Antonio,NA
icdcs,2014,Yingjiu Li,Singapore Management University,AS
icdcs,2014,Goubin (Jacky) Shen,Microsoft Research Asia,AS
icdcs,2014,Yafei Dai,Peking University,AS
icdcs,2014,Fabián E. Bustamante,Northwestern University,NA
icdcs,2014,Anwitaman Datta,Nanyang Technological University,AS
icdcs,2014,Mirco Musolesi,University of Birmingham,EU
icdcs,2014,Mark Jelasity,University of Szeged,EU
icdcs,2014,Aaron Harwood,University of Melbourne,OC
icdcs,2014,Adriana Iamnitchi,University of South Florida,NA
icdcs,2014,Davide Frey,INRIA,EU
icdcs,2014,Daniele Quercia,Yahoo! Labs,EU
icdcs,2014,Reza Rejaie,University of Oregon,NA
icdcs,2014,Jussara Almeida,Universidade Federal de Minas Gerais,SA
icdcs,2014,Giuliano Mega,University of Trento,EU
icdcs,2014,Vana Kalogeraki,Athens University of Economics and Business,EU
icdcs,2014,Rui Zhang,IBM Almaden,NA
icdcs,2014,Francisco Brasileiro,Federal University of Campina Grande,SA
icdcs,2014,Hein Meling,University of Stavanger,EU
icdcs,2014,Yixin Diao,IBM Research,NA
icdcs,2014,Sandeep Gupta,ASU,
icdcs,2014,Aman Kansal,MSR,
icdcs,2014,Charles Lefurgy,IBM Research,NA
icdcs,2014,Xue Liu,McGill,NA
icdcs,2014,Manish Parashar,Rutgers,NA
icdcs,2014,Rick Schlichting,U. Arizona,NA
icdcs,2014,Karsten Schwan,Georgia Tech,NA
icdcs,2014,Andreas Terzis,John Hopkins U.,NA
icdcs,2014,Yong Yang,Phillips Research,
icdcs,2014,Xiaoyun Zhu,VMWare,NA
icdcs,2014,Devesh Tiwari,Oak Ridge National Lab,NA
icdcs,2014,Habib M. Ammari,University of Michigan-Dearborn,NA
icdcs,2014,Jan Beutel,ETH Zurich,EU
icdcs,2014,Geoffrey Challen,University at Buffalo,NA
icdcs,2014,Jiming Chen,Zhejiang University,AS
icdcs,2014,Sajal Das,Univ. of Texas at Arlington,NA
icdcs,2014,Raghu Ganti,IBM Research,NA
icdcs,2014,Wenbo He,MGill Univ,NA
icdcs,2014,Polly Huang,National Taiwan University,AS
icdcs,2014,Mo Li,Nanyang Technological University,AS
icdcs,2014,Xiang-Yang Li,Illinois Institute of Technology,NA
icdcs,2014,Shan Lin,Temple University,NA
icdcs,2014,Yunhao Liu,Tsinghua University,AS
icdcs,2014,Yunhuai liu,The Thrid Research Institute of Ministry of Public Security,AS
icdcs,2014,Luca Mottola,Politecnico di Milano,EU
icdcs,2014,Kay Romer,ETH Zurich,EU
icdcs,2014,Leo Selavo,University of Latvia,EU
icdcs,2014,Philipp Sommer,CSIRO,
icdcs,2014,Radu Stoleru,Texas A&M University,NA
icdcs,2014,Yoshito Tobe,Aoyama Gakuin University,AS
icdcs,2014,Yu-Chee Tseng,National Chiao-Tung University,AS
icdcs,2014,Jie Wu,Temple University,NA
icdcs,2014,Guoliang Xing,Michgan State University,NA
icdcs,2014,Xiaohua Xu,The University of Toledo,NA
icdcs,2014,Gu Yu,University of Technology and Design,AS
icdcs,2014,Ziguo Zhong,University of Nebraska,NA
icdcs,2014,Yanmin Zhu,Shanghai Jiaotong University,AS
icdcs,2014,Marco Zuniga,Delft University of Technology,EU
icdcs,2014,Bhaskar Krishnamachari,University of Southern California,NA
icdcs,2014,Srikanth Krishnamurthy,UC Riverside,NA
icdcs,2014,Prasant Mohapatra,University of California,NA
icdcs,2014,Shigang Chen,University of Florida,NA
icdcs,2014,Santosh Kumar,University of Memphis,NA
icdcs,2014,Liviu Iftode,Rutgers University,NA
icdcs,2014,Xin Wang,Stony Brook University,NA
icdcs,2014,Wade Trappe,Rutgers University,NA
icdcs,2014,Carla-Fabiana Chiasserini,Politecnico di Torino,EU
icdcs,2014,Jiannong Cao,Hong Kong Polytechnic University,AS
icdcs,2014,Li Xiao,Michigan State University,NA
icdcs,2014,Wei Gao,University of Tennessee,NA
icdcs,2014,Qun Li,College of William and Mary,NA
icdcs,2014,Joerg Ott,Helsinki University of Technology,EU
icdcs,2014,Hongyi Wu,University of Louisiana at Lafayette,NA
icdcs,2014,Yanchao Zhang,Arizona State University,NA
icdcs,2014,Ying Cai,Iowa State University,NA
icdcs,2014,Dong Xuan,Ohio State University,NA
icdcs,2014,Tommaso Melodia,SUNY at Buffalo,NA
icdcs,2014,Fan Bai,General Motors Research,NA
icdcs,2014,Wensheng Zhang,Iowa Sta te University,NA
icdcs,2014,Wenye Wang,North Carolina State University,NA
icdcs,2014,My Thai,University of Florida,NA
icdcs,2014,Qinghua Li,University of Arkansas,NA
icdcs,2014,Xinbing Wang,Shanghai Jiaotong University,AS
icdcs,2014,Thyaga Nandagopal,National Science Foundation,NA
icdcs,2014,Ravi Prakash,University of Texas at Dallas,NA
icdcs,2014,Nalini Venkatasubramanian,University of California Irvine,NA
icdcs,2014,Xiuzhen Cheng,George Washington University,NA
icdcs,2014,Antonio Capone,Politecnico di Milano,EU
icdcs,2014,Pedro Ruiz,University of Murcia,EU
icdcs,2014,Qian Zhang,Hong Kong University of Science and Technology,AS
icdcs,2014,Prithwish Basu,BBN,NA
icdcs,2014,Roy Friedman,Technion,AS
icdcs,2014,Hao Yang,Google,NA
icdcs,2014,Ahmed Amer,Santa Clara University,NA
icdcs,2014,Toni Cortes,Barcelona Supercomputing Center,EU
icdcs,2014,Michael Factor,IBM,AS
icdcs,2014,Xubin He,Virginia Commonwealth University,NA
icdcs,2014,Dean Hildebrandt,IBM Almaden,NA
icdcs,2014,Ethan Miller,UC Santa Cruz,NA
icdcs,2014,Dirk Meister,Pure Storage,NA
icdcs,2014,Maria Perez,Universidad Politecnica de Madrid,EU
icdcs,2014,Raju Rangaswami,Florida International University,NA
icdcs,2014,Qing Yang,University of Rhode Island,NA
icdcs,2015,James H. Anderson,U. of North Carolina at Chapel Hill,NA
icdcs,2015,Konstantinos M. Angelopoulos,U. of Geneva,EU
icdcs,2015,James Aspnes,Yale University,NA
icdcs,2015,Azzedine Boukerche,U. of Ottawa,NA
icdcs,2015,Bogdan Chlebus,U. of Colorado Denver,NA
icdcs,2015,Andrea Clementi,University of Roma Tor Vergata,EU
icdcs,2015,Josep Diaz,UPC Barcelona,EU
icdcs,2015,Shlomi Dolev,Ben Gurion University,AS
icdcs,2015,Olga Goussevskaia,UFMG,SA
icdcs,2015,Klaus jansen,University of Kiel,EU
icdcs,2015,Evangelos Kranakis,Carleton U.,NA
icdcs,2015,isabelle Guérin Lassous,ENS Lyon,EU
icdcs,2015,Yanhua Li,HUAWEI Noah's Ark LAB,AS
icdcs,2015,Jun Luo,NTU,AS
icdcs,2015,Sotiris Nikoletseas,CTI Patras,EU
icdcs,2015,Pekka Orponen,Aalto University,EU
icdcs,2015,Marina Papatriantafilou,Chalmers U.,EU
icdcs,2015,Viktor Prasanna,USC,NA
icdcs,2015,Pino Persiano,U. of Salerno,EU
icdcs,2015,Christoforos Raptopoulos,CTI Patras,EU
icdcs,2015,Jose Rolim,University of Geneva,EU
icdcs,2015,Sartaj Sahni,University of Florida,NA
icdcs,2015,Paul Spirakis,U. of Liverpool,EU
icdcs,2015,Peter Widmayer,ETH Zurich,EU
icdcs,2015,Indranil Gupta,University of Illinois Urbana-Champaign,NA
icdcs,2015,Dilma da Silva,Texas A&M University,NA
icdcs,2015,Daniel Gmach,HP Labs,NA
icdcs,2015,Xiaobo Zhou,"University of Colorado, Colorado Springs",NA
icdcs,2015,Xiaohui Gu,North Carolina State University,NA
icdcs,2015,Evgenia Smirni,College of William and Mary,NA
icdcs,2015,Yuxiong He,Microsoft Research,NA
icdcs,2015,Bhuvan Urgaonkar,Penn State University,NA
icdcs,2015,Ming Zhao,Florida International University,NA
icdcs,2015,Peter Bodik,Microsoft Research,NA
icdcs,2015,Yuzhe (Richard) Tang,Syracuse University,NA
icdcs,2015,Balaji Palanisamy,University of Pittsburgh,NA
icdcs,2015,Peter Dinda,Northwestern University,NA
icdcs,2015,Vanish Talwar,HP Labs,NA
icdcs,2015,Timothy Wood,George Washington University,NA
icdcs,2015,Luis Useche,Google,NA
icdcs,2015,Marin Litoiu,York University,NA
icdcs,2015,Diwakar Krishnamurthy,University of Calgary,NA
icdcs,2015,Gregory Chockler,"Royal Holloway, University of London",EU
icdcs,2015,Evangelia Kalyvianaki,City University London,EU
icdcs,2015,Thierry Monteil,LAAS-CNRS,EU
icdcs,2015,Sara Bouchenak,"INSA, Lyon",EU
icdcs,2015,Alex Iosup,TU Delft,EU
icdcs,2015,Rolf Stadler,KTH,EU
icdcs,2015,Erik Elmroth,Umeå University and Elastisys,EU
icdcs,2015,Byung-Gon Chun,Seoul National University,AS
icdcs,2015,Yasuhiko Kanemasa,Fujitsu Labs,AS
icdcs,2015,Giovanni Toffetti Carughi,IBM Research Haifa,AS
icdcs,2015,Nilton Bila,IBM Research,NA
icdcs,2015,Xiaosong Ma,Qatar Computing Research Institute,AS
icdcs,2015,Yu Hua,Huazhong University of Science and Technology,AS
icdcs,2015,Omer Rana,Cardiff University,EU
icdcs,2015,Sahan Gamage,VMware,NA
icdcs,2015,Mahesh Balakrishnan,VMware,NA
icdcs,2015,Xiaorui Wang,Ohio State University,NA
icdcs,2015,Giuliano Casale,Imperial College London,EU
icdcs,2015,Jose Fortes,University of Florida,NA
icdcs,2015,Jianguo Yao,Shanghai Jiao Tong University,AS
icdcs,2015,Bugra Gedik,Bilkent University,AS
icdcs,2015,Sujatha Kashyap,GE Corporate Research,NA
icdcs,2015,Canturk Isci,IBM Research,NA
icdcs,2015,S. Sudarshan,IIT Bombay,AS
icdcs,2015,Peter Pietzuch,Imperial College,EU
icdcs,2015,Khuzaima Daudjee,University of Waterloo,NA
icdcs,2015,Chet Murthy,Google,NA
icdcs,2015,Oded Shmueli,Technion/IBM Research,AS
icdcs,2015,Wei Lu,Tsinghua University,AS
icdcs,2015,D. K. Panda,Ohio State University,NA
icdcs,2015,Stacy Patterson,Rensselaer Polytechnic Institute,NA
icdcs,2015,Liana Fong,IBM Research,NA
icdcs,2015,Milind Bhandarkar,Pivotal,
icdcs,2015,Ling Liu,Georgia Tech,NA
icdcs,2015,Keivan Mehr,Oracle Labs,NA
icdcs,2015,Xueyuan Su,Oracle,NA
icdcs,2015,Jian Li,Huawei,AS
icdcs,2015,Sameh Elnikety,Microsoft Research,NA
icdcs,2015,Karsten Schwan,Georgia Tech,NA
icdcs,2015,Ethan Miller,University of California,NA
icdcs,2015,Thomas Heinis,Imperial College,EU
icdcs,2015,Arno Jacobsen,University of Toronto,NA
icdcs,2015,Marcel Rosu,Bloomberg,
icdcs,2015,Mohammad Sadoghi,IBM T.J. Watson Research Center,NA
icdcs,2015,Gul Agha,"Univ. of Illinois, Urbana-Champaign",NA
icdcs,2015,Paolo Bellavista,Università di Bologna,EU
icdcs,2015,Umesh Bellur,IIT Mumbai,AS
icdcs,2015,Ken Birman,Cornell University,NA
icdcs,2015,Gordon Blair,Lancaster University,EU
icdcs,2015,Roy Campbell,"Univ. of Illinois, Urbana-Champaign",NA
icdcs,2015,Paolo Ferreira,U. Lisbon,EU
icdcs,2015,Cheng-Hsin Hsu,NTU,AS
icdcs,2015,Valerie Issarny,INRIA,EU
icdcs,2015,Hans-Arno Jacobsen,Univ. of Toronto,NA
icdcs,2015,K.R. Jayaram,IBM T.J. Watson Research Center,NA
icdcs,2015,Vana Kalogeraki,Athens Institute of Economics and Business,EU
icdcs,2015,Fabio Kon,University of São Paulo,SA
icdcs,2015,Mohan Kumar,Rochester Institute of Technology,NA
icdcs,2015,Ratul Mahajan,Microsoft Research,NA
icdcs,2015,Marteen Van Steen,Vrije University,EU
icdcs,2015,Douglas Schmidt,Vanderbilt University,NA
icdcs,2015,Francois Taiani,IRISA,EU
icdcs,2015,Roman Vitenberg,University of Oslo,EU
icdcs,2015,Sandeep Gupta,ASU,
icdcs,2015,Devesh Tiwari,Oak Ridge National Lab,NA
icdcs,2015,Xue Liu,McGill University,NA
icdcs,2015,Pulkit Grover,CMU,NA
icdcs,2015,Minghua Chen,The Chinese University Hong Kong,AS
icdcs,2015,Zhikui Wang,HP Labs,NA
icdcs,2015,Luca Benini,ETH/university of Bologna,EU
icdcs,2015,Tajana Rosing,UCSD,NA
icdcs,2015,Aman Kansal,MSR,NA
icdcs,2015,Manish Parashar,Rutgers U.,NA
icdcs,2015,Yong Yang,Phillips Research,
icdcs,2015,Andrea Acquaviva,Politecnico di Torino,EU
icdcs,2015,Srinivasan Keshav,U. Waterloo,NA
icdcs,2015,Klara Nahrstedt,UIUC,NA
icdcs,2015,Daniel Mosse,University of Pittsburgh,NA
icdcs,2015,Maarten Wiggers,VMWare,NA
icdcs,2015,Mustaque Ahmad,Georgia Tech,NA
icdcs,2015,Anish Arora,Ohio State Univ,NA
icdcs,2015,Borzoo Bonakdarpour,McMaster Univ,NA
icdcs,2015,Doug Blough,Georgia Tech,NA
icdcs,2015,Christian Cachin,IBM Research,EU
icdcs,2015,Domenico Cotroneo,Univ. Naples,EU
icdcs,2015,Pascal Felber,Univ. Neuchatel,EU
icdcs,2015,Christof Fetzer,TU Dresden,EU
icdcs,2015,Ashvin Goel,Univ. of Toronto,NA
icdcs,2015,Abdelmajid Khelil,Bosch,EU
icdcs,2015,Phil Koopman,CMU,NA
icdcs,2015,Sandeep Kulkarni,Michigan State,NA
icdcs,2015,Julia Lawall,Lab Informatique,EU
icdcs,2015,D. Manivannan,U. Kentucky,NA
icdcs,2015,Avi Mendelson,Technion,AS
icdcs,2015,Suku Nair,SMU,NA
icdcs,2015,Marco Platania,Johns Hopkins,NA
icdcs,2015,Ravi Prakash,UT-Dallas,NA
icdcs,2015,Binoy Ravindran,Virginia Tech,NA
icdcs,2015,Rodrigo Rodrigues,New Univ. of Lisbon,EU
icdcs,2015,Rick Schlichting,AT&T Research,NA
icdcs,2015,Marco Serafini,Qatar Computing Research Institute,AS
icdcs,2015,Mukesh Singhal,UC-Merced,NA
icdcs,2015,Jiannong Cao,Hong Kong Polytechnic University,AS
icdcs,2015,Mihaela Cardei,Florida Atlantic University,NA
icdcs,2015,Zhipeng Cai,Georgia State University,NA
icdcs,2015,Xiuzhen Cheng,The George Washington University,NA
icdcs,2015,Hongwei Du,"Harbin Institute of Technology, Shenzhen Graduate School",AS
icdcs,2015,Wei Gong,University of Ottawa,NA
icdcs,2015,Song Guo,University of Aizu,AS
icdcs,2015,Jie Li,University of Tsukuba,AS
icdcs,2015,Weifa Liang,Australia National University,OC
icdcs,2015,Hai Liu,Hong Kong Baptist University,AS
icdcs,2015,Zaixin Lu,Marywood University,NA
icdcs,2015,Kui Ren,"State University of New York, Buffalo",NA
icdcs,2015,My Thai,University of Florida,NA
icdcs,2015,Javid Taheri,The University of Sydney,OC
icdcs,2015,Jian Tang,Syracuse University,NA
icdcs,2015,Honggang Wang,"University of Massachusetts,Dartmouth",NA
icdcs,2015,Jie Wu,Temple University,NA
icdcs,2015,Kaishun Wu,Hong Kong University of Science and Technology,AS
icdcs,2015,Weili Wu,University of Texas at Dallas,NA
icdcs,2015,Xiaohua Xu,The University of Toledo,NA
icdcs,2015,Henry Xu,City University of Hong Kong,AS
icdcs,2015,Qiang Ye,University of Prince Edward Island,NA
icdcs,2015,Tanveer Zia,Charles Sturt University,OC
icdcs,2015,Fangming Liu,Huazhong University of Science & Technology,AS
icdcs,2015,Guiling Wang,New Jersey Institute of Technology,NA
icdcs,2015,Keqiu Li,Dalian University of Technology,AS
icdcs,2015,Feng Li,IUPUI,NA
icdcs,2015,Xin Wang,SUNY Stony Brook,NA
icdcs,2015,David Simplot-Ryl,INRIA,EU
icdcs,2015,Bo Ji,Temple University,NA
icdcs,2015,Mingjun Xiao,University of Science and Technology of China,AS
icdcs,2015,Xiaoyan Wang,National Institute of Informatics,AS
icdcs,2015,Yusheng Ji,National Institute of Informatics,AS
icdcs,2015,Xiangyang Li,Illinois Institute of Technology,NA
icdcs,2015,Xueyan Tang,Nanyang Technological University,AS
icdcs,2015,Zheng Yang,Tsinghua University,AS
icdcs,2015,Xinbing Wang,Shanghai Jiaotong University,AS
icdcs,2015,Yu Wang,University of North Carolina at Charlotte,NA
icdcs,2015,Hongli Xu,University of Science and Technology,AS
icdcs,2015,Giuseppe Ateniese,Johns Hopkins University,NA
icdcs,2015,Srdjan Capkun,ETH Zurich,EU
icdcs,2015,Binbin Chen,Advanced Digital Sciences Center,AS
icdcs,2015,Sherman Chow,Chinese University of Hong Kong,AS
icdcs,2015,Reza Curtmola,New Jersey Institute of Technology,NA
icdcs,2015,Virgil Gligor,Carnegie Mellon University,NA
icdcs,2015,Guofei Gu,Texas A&M University,NA
